,AGE,BLK,CFID,CFPARAMS,DEF_RATING,DEF_WS,DREB,DREB_PCT,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PCT_BLK,PCT_DREB,PCT_STL,PLAYER_ID,PLAYER_NAME,STL,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,13,5,"471,",107.3,,74,0.173,41,28,546.646666667,147,131,232,450,0.232,0.258,0.103,471,,8,,,13,0.317
1,33.0,16,5,"920,1610612742",104.5,2.32,434,0.207,83,60,2558.34,703,747,919,2093,0.084,0.299,0.181,920,A.C. Green,70,DAL,1610612742.0,23,0.277
2,24.0,22,5,"243,1610612765",97.8,2.98,181,0.129,83,35,1690.38166667,425,331,572,1062,0.124,0.178,0.302,243,Aaron McKie,77,DET,1610612765.0,48,0.578
3,25.0,29,5,"1425,1610612763",102.8,0.64,81,0.163,33,29,585.878333333,189,161,242,522,0.408,0.243,0.198,1425,Aaron Williams,16,VAN,1610612763.0,4,0.121
4,27.0,28,5,"768,1610612749",101.5,0.67,61,0.14,47,33,521.083333333,134,181,184,454,0.491,0.205,0.165,768,Acie Earl,15,MIL,1610612749.0,14,0.298
5,27.0,13,5,"228,1610612762",99.7,1.41,141,0.177,62,14,955.981666667,239,190,360,674,0.169,0.244,0.185,228,Adam Keefe,30,UTA,1610612762.0,48,0.774
6,30.0,8,5,"154,1610612755",108.8,0.22,109,0.208,45,33,588.62,201,200,234,540,0.143,0.328,0.154,154,Adrian Caldwell,16,PHI,1610612755.0,12,0.267
7,24.0,6,5,"673,1610612737",114.3,-0.15,69,0.184,30,10,517.425,173,155,209,466,0.154,0.279,0.228,673,Alan Henderson,21,ATL,1610612737.0,20,0.667
8,29.0,0,5,"1059,1610612757",91.9,0.15,4,0.07,8,4,63.435,10,6,23,44,0.0,0.103,0.0,1059,Aleksandar Djordjevic,0,POR,1610612757.0,4,0.5
9,26.0,18,5,"275,1610612752",98.5,4.55,197,0.086,81,25,2778.21833333,680,482,1004,1876,0.067,0.116,0.101,275,Allan Houston,41,NYK,1610612752.0,56,0.691
10,22.0,24,5,"947,1610612755",110.4,0.62,197,0.072,76,56,3122.05,1097,1137,1319,3193,0.076,0.11,0.29,947,Allen Iverson,157,PHI,1610612755.0,20,0.263
11,27.0,189,5,"297,1610612748",95.1,4.88,467,0.229,66,17,2395.445,619,434,806,1700,0.647,0.323,0.146,297,Alonzo Mourning,56,MIA,1610612748.0,49,0.742
12,38.0,14,5,"175,1610612738",110.4,0.1,102,0.249,53,45,534.65,137,170,206,470,0.35,0.362,0.083,175,Alton Lister,8,BOS,1610612738.0,8,0.151
13,23.0,5,5,"1043,1610612753",104.9,0.09,18,0.2,17,8,111.858333333,26,44,39,112,0.455,0.261,0.158,1043,Amal McCaskill,3,ORL,1610612753.0,9,0.529
14,24.0,27,5,"692,1610612744",107.0,0.65,176,0.198,71,45,1104.94,308,219,445,841,0.293,0.292,0.205,692,Andrew DeClercq,33,GSW,1610612744.0,26,0.366
15,31.0,47,5,"457,1610612749",104.6,1.08,184,0.182,52,28,1227.95,295,402,456,1044,0.423,0.258,0.141,457,Andrew Lang,26,MIL,1610612749.0,24,0.462
16,25.0,35,5,"358,1610612753",101.6,2.9,181,0.096,59,21,2286.53,674,752,761,2038,0.175,0.142,0.219,358,Anfernee Hardaway,94,ORL,1610612753.0,38,0.644
17,25.0,2,5,"924,1610612743",104.6,1.07,72,0.066,60,38,1234.59333333,385,278,445,1085,0.018,0.094,0.228,924,Anthony Goldwire,33,DEN,1610612743.0,22,0.367
18,30.0,33,5,"193,1610612766",105.3,2.6,643,0.239,73,25,3240.99666667,1025,706,1024,2744,0.121,0.349,0.166,193,Anthony Mason,76,CHH,1610612766.0,48,0.658
19,25.0,0,5,"292,1610612737",110.3,0.0,5,0.714,1,1,14.6,4,6,3,12,0.0,0.833,0.0,292,Anthony Miller,0,ATL,1610612737.0,0,0.0
20,27.0,17,5,"324,1610612763",107.8,1.2,193,0.096,72,60,2355.25,744,656,820,2160,0.063,0.148,0.278,324,Anthony Peeler,105,VAN,1610612763.0,12,0.167
21,35.0,63,5,"156,1610612762",103.2,1.58,135,0.111,82,18,1527.41333333,395,265,485,996,0.417,0.156,0.094,156,Antoine Carr,24,UTA,1610612762.0,64,0.78
22,20.0,53,5,"952,1610612738",110.9,0.4,453,0.189,82,67,3069.22,907,975,1161,3386,0.227,0.276,0.173,952,Antoine Walker,105,BOS,1610612738.0,15,0.183
23,28.0,84,5,"213,1610612754",99.6,3.63,407,0.206,82,43,2426.22833333,635,602,861,1640,0.356,0.291,0.12,213,Antonio Davis,42,IND,1610612754.0,39,0.476
24,26.0,4,5,"176,1610612760",101.5,0.04,8,0.229,6,0,28.9416666667,22,5,13,18,0.667,0.421,0.0,176,Antonio Harvey,0,SEA,1610612760.0,6,1.0
25,25.0,30,5,"226,1610612739",97.1,1.6,75,0.118,64,32,883.141666667,167,165,305,560,0.385,0.165,0.217,226,Antonio Lang,33,CLE,1610612739.0,32,0.5
26,22.0,126,5,"686,1610612743",107.1,1.55,382,0.163,74,55,2638.79666667,836,745,1022,2388,0.382,0.232,0.201,686,Antonio McDyess,63,DEN,1610612743.0,19,0.257
27,33.0,40,5,"288,1610612749",105.3,1.7,361,0.219,80,47,2123.375,604,782,824,1986,0.22,0.312,0.18,288,Armen Gilliam,61,MIL,1610612749.0,33,0.413
28,32.0,84,5,"717,1610612757",99.8,2.66,433,0.282,69,26,1813.34666667,482,438,603,1451,0.442,0.387,0.219,717,Arvydas Sabonis,63,POR,1610612757.0,43,0.623
29,25.0,3,5,"732,1610612764",103.1,0.17,33,0.289,31,15,150.426666667,52,25,49,132,0.273,0.429,0.212,732,Ashraf Amaya,7,WAS,1610612764.0,16,0.516
30,32.0,15,5,"422,1610612759",108.7,0.99,115,0.058,76,57,2546.56333333,795,623,796,2124,0.056,0.085,0.247,422,Avery Johnson,96,SAS,1610612759.0,19,0.25
31,29.0,2,5,"769,1610612744",109.7,0.29,66,0.078,49,30,1052.74333333,311,252,376,898,0.022,0.117,0.172,769,B.J. Armstrong,25,GSW,1610612744.0,19,0.388
32,24.0,1,5,"989,1610612756",108.0,0.06,15,0.192,20,8,104.781666667,25,23,31,106,0.167,0.242,0.222,989,Ben Davis,4,PHX,1610612756.0,12,0.6
33,22.0,11,5,"1112,1610612764",99.0,0.32,33,0.18,34,13,204.776666667,65,53,74,152,0.55,0.27,0.235,1112,Ben Wallace,8,WAS,1610612764.0,21,0.618
34,32.0,0,5,"104,1610612761",104.4,0.04,6,0.167,4,2,44.06,14,24,14,42,0.0,0.261,0.111,104,Benoit Benjamin,1,TOR,1610612761.0,2,0.5
35,34.0,11,5,"82,1610612741",101.0,1.06,83,0.119,61,8,805.518333333,228,187,232,632,0.18,0.172,0.088,82,Bill Wennington,11,CHI,1610612741.0,53,0.869
